,Mkt-RF,SMB,HML,RF,F_PRC,F_DIV,TM_PRC,TM_DIV,F_RET,F_DY,F_CG,TM_RET,TM_DY,TM_CG
200404,-0.0183,-0.0173,-0.0304,0.0008,9.5002,0.1,52.6911,0.0,0.1511997409854544,0.011991414147470411,0.139208326837984,-0.01731642906698294,0.0,-0.01731642906698294
200405,0.0117,-0.0024,-0.0027,0.0006,9.1848,0.0,52.0722,0.0,-0.03319930106734603,0.0,-0.03319930106734603,-0.011745816655943764,0.0,-0.011745816655943764
200406,0.018600000000000002,0.0226,0.0122,0.0008,9.6796,0.0,58.744,0.0,0.05387161397090856,0.0,0.05387161397090856,0.12812594820268774,0.0,0.12812594820268774
200407,-0.0406,-0.0382,0.0335,0.001,9.1643,0.1,57.5781,0.0,-0.042904665482044746,0.010331005413446837,-0.05323567089549153,-0.019847133324254362,0.0,-0.019847133324254362
200408,0.0008,-0.015700000000000002,0.010400000000000001,0.0011,8.7845,0.0,56.9951,0.0,-0.04144342721211669,0.0,-0.04144342721211669,-0.010125377530693092,0.0,-0.010125377530693092
200409,0.016,0.0301,-0.0005,0.0011,8.7472,0.0,55.3068,0.4502,-0.00424611531675112,0.0,-0.00424611531675112,-0.021722920040494587,0.007898924644399254,-0.029621844684893928
200410,0.0143,0.0011,-0.0032,0.0011,8.1738,0.1,56.183,0.0,-0.0541201755990488,0.011432229742088898,-0.06555240534113771,0.0158425365416186,0.0,0.0158425365416186
200411,0.0454,0.037200000000000004,0.0148,0.0015,8.8952,0.0,54.0976,0.0,0.0882576035626026,0.0,0.0882576035626026,-0.03711798942740685,0.0,-0.03711798942740685
200412,0.034300000000000004,-0.001,-0.0013000000000000002,0.0016,9.1837,0.0,59.2822,0.0,0.03243322241208735,0.0,0.03243322241208735,0.0958378929934045,0.0,0.0958378929934045
200501,-0.0276,-0.0169,0.021,0.0016,8.3235,0.1,56.6175,0.0,-0.08277709419950574,0.010888857432189642,-0.09366595163169533,-0.04494941145908893,0.0,-0.04494941145908893
200502,0.0189,-0.005200000000000001,0.0159,0.0016,7.9949,0.0,56.3206,0.0,-0.039478584729981225,0.0,-0.039478584729981225,-0.0052439616726277505,0.0,-0.0052439616726277505
200503,-0.0197,-0.013600000000000001,0.021400000000000002,0.0021,7.1606,0.0,54.3451,0.6798,-0.1043540256913783,0.0,-0.1043540256913783,-0.023005791841706147,0.012070183911392989,-0.035075975753099176
200504,-0.026099999999999998,-0.039700000000000006,0.0001,0.0021,5.8206,0.1,53.1249,0.0,-0.17316984610228192,0.013965310169538867,-0.18713515627182076,-0.02245280623276069,0.0,-0.02245280623276069
200505,0.0365,0.0278,-0.0061,0.0024,6.3764,0.0,52.3943,0.0,0.0954884376181151,0.0,0.0954884376181151,-0.013752496475287423,0.0,-0.013752496475287423
200506,0.005699999999999999,0.0253,0.028300000000000002,0.0023,6.5425,0.0,52.2335,0.0,0.026049181356251117,0.0,0.026049181356251117,-0.003069036135610159,0.0,-0.003069036135610159
200507,0.0392,0.0288,-0.0083,0.0024,6.9259,0.1,55.4264,0.0,0.07388612915552151,0.015284677111196026,0.05860145204432565,0.06112743737256743,0.0,0.06112743737256743
200508,-0.0122,-0.0095,0.0124,0.003,6.4293,0.0,59.8979,0.0,-0.07170187268080697,0.0,-0.07170187268080697,0.08067455219895203,0.0,0.08067455219895203
200509,0.0049,-0.0061,0.0076,0.0029,6.3584,0.0,67.9042,0.543,-0.011027639089792096,0.0,-0.011027639089792096,0.14273121428297175,0.009065426333811369,0.1336657879491603
200510,-0.0202,-0.0123,0.0037,0.0027,5.4322,0.1,68.2277,0.0,-0.12993834927025671,0.01572722697533971,-0.14566557624559628,0.004764064667575729,0.0,0.004764064667575729
200511,0.0361,0.01,-0.0122,0.0031,5.3081,0.0,71.1241,0.0,-0.02284525606568244,0.0,-0.02284525606568244,0.042451965990352836,0.0,0.042451965990352836
200512,-0.0025,-0.0046,0.0025,0.0032,5.0405,0.0,76.9096,0.0,-0.05041351896158697,0.0,-0.05041351896158697,0.08134373580825627,0.0,0.08134373580825627
200601,0.0304,0.0543,0.0089,0.0034999999999999996,5.6666,0.1,76.2406,0.0,0.1440531693284397,0.019839301656581692,0.12421386767185805,-0.008698523981401474,0.0,-0.008698523981401474
200602,-0.003,-0.0040999999999999995,-0.0031,0.0034000000000000002,5.2637,0.0,78.5637,0.0,-0.0711008364804292,0.0,-0.0711008364804292,0.030470641626639816,0.0,0.030470641626639816
200603,0.0146,0.0348,0.0054,0.0037,5.2571,0.0,81.4033,1.8168,-0.0012538708513022412,0.0,-0.0012538708513022412,0.059269102651733574,0.023125183768076096,0.03614391888365742
200604,0.0073,-0.014199999999999999,0.0239,0.0036,4.6561,0.1,87.5552,0.0,-0.09529968994312454,0.01902189420022446,-0.11432158414334903,0.07557310330170885,0.0,0.07557310330170885
200605,-0.0357,-0.031000000000000003,0.0248,0.0043,4.7968,0.0,80.2671,0.0,0.030218423143832718,0.0,0.030218423143832718,-0.08324005884287855,0.0,-0.08324005884287855
200606,-0.0034999999999999996,-0.0034999999999999996,0.0092,0.004,4.6427,0.0,78.1815,0.0,-0.032125583722481754,0.0,-0.032125583722481754,-0.02598324842930666,0.0,-0.02598324842930666
200607,-0.0078000000000000005,-0.0401,0.0262,0.004,4.502,0.05,78.6524,0.0,-0.019536045835397475,0.01076959527860943,-0.03030564111400691,0.0060231640477605985,0.0,0.0060231640477605985
200608,0.0203,0.0105,-0.0197,0.0042,5.6494,0.0,80.9847,0.0,0.25486450466459365,0.0,0.25486450466459365,0.02965325915038841,0.0,0.02965325915038841
200609,0.0184,-0.0129,0.0007000000000000001,0.0040999999999999995,5.4605,0.0,82.0478,0.8598,-0.03343717916946942,0.0,-0.03343717916946942,0.02374399114894543,0.010616820214188605,0.013127170934756682
200610,0.0323,0.0169,-0.0026000000000000003,0.0040999999999999995,5.5887,0.0,88.9039,0.0,0.023477703507004843,0.0,0.023477703507004843,0.08356226492361762,0.0,0.08356226492361762
200611,0.0171,0.0078000000000000005,0.0006,0.0042,5.4875,0.0,90.4484,0.0,-0.01810796786372504,0.0,-0.01810796786372504,0.01737269118677598,0.0,0.01737269118677598
200612,0.0087,-0.0113,0.027000000000000003,0.004,5.069,0.0,101.1923,0.0,-0.07626423690205009,0.0,-0.07626423690205009,0.11878485412677287,0.0,0.11878485412677287
200701,0.013999999999999999,0.0017000000000000001,-0.0069,0.0044,5.4875,0.0,99.2861,0.0,0.08256066285263364,0.0,0.08256066285263364,-0.01883740166000769,0.0,-0.01883740166000769
200702,-0.0196,0.013000000000000001,-0.0014000000000000002,0.0038,5.339,0.0,100.6573,0.0,-0.027061503416856425,0.0,-0.027061503416856425,0.013810593829347795,0.0,0.013810593829347795
200703,0.0068000000000000005,0.0009,-0.008,0.0043,5.3255,0.0,97.4063,1.1311,-0.0025285634013860747,0.0,-0.0025285634013860747,-0.02106056888074681,0.0112371382900197,-0.03229770717076663
200704,0.0349,-0.0216,-0.0141,0.0044,5.4267,0.0,92.2836,0.0,0.019002910524833494,0.0,0.019002910524833494,-0.05259105417206067,0.0,-0.05259105417206067
200705,0.032400000000000005,0.0026000000000000003,-0.0063,0.0040999999999999995,5.6292,0.0,91.782,0.0,0.037315495605063864,0.0,0.037315495605063864,-0.005435418644266221,0.0,-0.005435418644266221
200706,-0.0196,0.0078000000000000005,-0.011200000000000002,0.004,6.3582,0.0,95.6734,0.0,0.12950330419953104,0.0,0.12950330419953104,0.0423982916040182,0.0,0.0423982916040182
200707,-0.0373,-0.0246,-0.036000000000000004,0.004,5.7439,0.0,91.6832,0.0,-0.09661539429398258,0.0,-0.09661539429398258,-0.04170647222739032,0.0,-0.04170647222739032
200708,0.0092,-0.0017000000000000001,-0.0198,0.0042,5.2715,0.0,87.921,0.0,-0.08224377165340624,0.0,-0.08224377165340624,-0.041034780635928914,0.0,-0.041034780635928914
200709,0.0322,-0.0225,-0.0226,0.0032,5.7304,0.0,89.7429,1.1965,0.0870530209617757,0.0,0.0870530209617757,0.03433081971315155,0.013608807907098416,0.020722011806053153
200710,0.018000000000000002,0.0025,-0.028300000000000002,0.0032,5.9869,0.0,87.8844,0.0,0.044761273209549035,0.0,0.044761273209549035,-0.020709159164680524,0.0,-0.020709159164680524
200711,-0.0483,-0.027700000000000002,-0.011000000000000001,0.0034000000000000002,5.069,0.0,86.3562,0.0,-0.15331807780320372,0.0,-0.15331807780320372,-0.017388751587312457,0.0,-0.017388751587312457
200712,-0.0087,0.0011,-0.0055000000000000005,0.0027,4.5425,0.0,81.5335,0.0,-0.10386664036299065,0.0,-0.10386664036299065,-0.055846598159715155,0.0,-0.055846598159715155
200801,-0.0636,-0.0088,0.0376,0.0021,4.4818,0.0,83.1845,0.0,-0.013362685745734848,0.0,-0.013362685745734848,0.020249345361109228,0.0,0.020249345361109228
200802,-0.0309,-0.0034999999999999996,-0.0072,0.0013000000000000002,4.4075,0.0,83.3612,0.0,-0.016578160560489108,0.0,-0.016578160560489108,0.0021241938101448365,0.0,0.0021241938101448365
200803,-0.009300000000000001,0.0079,0.0009,0.0017000000000000001,3.8608,0.0,78.5082,1.3848,-0.12403857061826429,0.0,-0.12403857061826429,-0.04160448745939349,0.01661204493217468,-0.05821653239156821
200804,0.046,-0.0154,-0.010700000000000001,0.0018,5.5752,0.0,78.9829,0.0,0.44405304600082895,0.0,0.44405304600082895,0.0060465021488200765,0.0,0.0060465021488200765
200805,0.018600000000000002,0.0309,-0.014199999999999999,0.0018,4.5898,0.0,79.4109,0.0,-0.17674702252833974,0.0,-0.17674702252833974,0.005418894469562341,0.0,0.005418894469562341
200806,-0.0844,0.011000000000000001,-0.026099999999999998,0.0017000000000000001,3.2466,0.0,73.1467,0.0,-0.29264891716414665,0.0,-0.29264891716414665,-0.07888337747085106,0.0,-0.07888337747085106
200807,-0.0077,0.0245,0.0543,0.0015,3.2398,0.0,66.9604,0.0,-0.0020944988603462944,0.0,-0.0020944988603462944,-0.0845738768802966,0.0,-0.0845738768802966
200808,0.015300000000000001,0.0353,0.0154,0.0013000000000000002,3.0103,0.0,69.7151,0.0,-0.0708377060312364,0.0,-0.0708377060312364,0.04113924050632911,0.0,0.04113924050632911
200809,-0.09240000000000001,-0.0121,0.0626,0.0015,3.5098,0.0,67.7658,1.3552,0.16593030594957314,0.0,0.16593030594957314,-0.008521826691778589,0.01943911720703262,-0.027960943898811097
200810,-0.1723,-0.0252,-0.0229,0.0008,1.4782,0.0,60.0968,0.0,-0.5788364009345262,0.0,-0.5788364009345262,-0.11316917973372997,0.0,-0.11316917973372997
200811,-0.0786,-0.028700000000000003,-0.0604,0.0003,1.8157,0.0,49.8371,0.0,0.22831822486808284,0.0,0.22831822486808284,-0.17071957242315738,0.0,-0.17071957242315738
200812,0.0174,0.0356,0.0008,0.0,1.5457,0.0,51.6853,0.0,-0.1487029795671091,0.0,-0.1487029795671091,0.03708482235122035,0.0,0.03708482235122035
200901,-0.0812,0.0036,-0.11050000000000001,0.0,1.2622,0.0,50.1609,0.0,-0.18341204632205477,0.0,-0.18341204632205477,-0.029493879304173576,0.0,-0.029493879304173576
200902,-0.10099999999999999,0.0018,-0.0676,0.0001,1.3499,0.0,49.8687,0.0,0.0694818570749487,0.0,0.0694818570749487,-0.005825254331561114,0.0,-0.005825254331561114
200903,0.0895,-0.0003,0.033,0.0002,1.7752,0.0,50.5359,0.7255,0.31506037484258065,0.0,0.31506037484258065,0.027927337187454215,0.01454820358260793,0.013379133604846327
200904,0.1018,0.051500000000000004,0.048600000000000004,0.0001,4.0363,0.0,63.1978,0.0,1.2737156376746284,0.0,1.2737156376746284,0.2505525774746271,0.0,0.2505525774746271
200905,0.0521,-0.0258,0.0036,0.0,3.881,0.0,63.9882,0.0,-0.03847583182617742,0.0,-0.03847583182617742,0.012506764475978649,0.0,0.012506764475978649
200906,0.0043,0.0257,-0.0258,0.0001,4.097,0.0,60.2998,0.0,0.055655758825045254,0.0,0.055655758825045254,-0.05764187772120488,0.0,-0.05764187772120488
200907,0.0772,0.0189,0.0496,0.0001,5.3997,0.0,67.2056,0.0,0.31796436416890406,0.0,0.31796436416890406,0.11452442628333781,0.0,0.11452442628333781
200908,0.0333,-0.011200000000000002,0.0759,0.0001,5.1297,0.0,68.0119,0.0,-0.05000277793210739,0.0,-0.05000277793210739,0.011997512112085884,0.0,0.011997512112085884
200909,0.0408,0.024100000000000003,0.0087,0.0001,4.8665,0.0,63.0814,0.4585,-0.05130904341384479,0.0,-0.05130904341384479,-0.0657531990725152,0.006741467302045672,-0.07249466637456081
200910,-0.0259,-0.0418,-0.0403,0.0,4.7247,0.0,63.3383,0.0,-0.02913798417754032,0.0,-0.02913798417754032,0.004072515828754453,0.0,0.004072515828754453
200911,0.0556,-0.0248,-0.0029,0.0,6.0004,0.0,63.0573,0.0,0.2700065612631488,0.0,0.2700065612631488,-0.004436494190718676,0.0,-0.004436494190718676
200912,0.0275,0.061200000000000004,-0.0011,0.0001,6.7496,0.0,67.5694,0.0,0.12485834277714813,0.0,0.12485834277714813,0.07155555344107678,0.0,0.07155555344107678
201001,-0.0336,0.0038,0.0029,0.0,7.3166,0.0,61.8209,0.0,0.08400497807277474,0.0,0.08400497807277474,-0.0850754927526366,0.0,-0.0850754927526366
201002,0.034,0.011899999999999999,0.0318,0.0,7.9241,0.0,60.0786,0.0,0.08303036929721452,0.0,0.08303036929721452,-0.02818302548167373,0.0,-0.02818302548167373
201003,0.0631,0.0143,0.0216,0.0001,8.4843,0.0,65.0124,0.5575,0.07069572569755556,0.0,0.07069572569755556,0.09140193013818565,0.009279510507901316,0.08212241963028433
201004,0.02,0.0487,0.029300000000000003,0.0001,8.788,0.0,62.3204,0.0,0.035795528210930794,0.0,0.035795528210930794,-0.04140748534125793,0.0,-0.04140748534125793
201005,-0.0789,0.0015,-0.024,0.0001,7.9173,0.0,58.4805,0.0,-0.09907828857533008,0.0,-0.09907828857533008,-0.06161545818062786,0.0,-0.06161545818062786
201006,-0.055700000000000006,-0.0184,-0.0452,0.0001,6.8036,0.0,55.4328,0.0,-0.14066664140552965,0.0,-0.14066664140552965,-0.05211480749993591,0.0,-0.05211480749993591
201007,0.0693,0.0018,-0.0034999999999999996,0.0001,8.6193,0.0,56.7747,0.0,0.26687341995414204,0.0,0.26687341995414204,0.02420768931030004,0.0,0.02420768931030004
201008,-0.0477,-0.0301,-0.0194,0.0001,7.617,0.0,54.8426,0.0,-0.1162855452298911,0.0,-0.1162855452298911,-0.03403100324616437,0.0,-0.03403100324616437
201009,0.0954,0.0395,-0.032799999999999996,0.0001,8.2616,0.0,58.245,0.4741,0.08462649337009309,0.0,0.08462649337009309,0.07068410323361762,0.008644739673173774,0.06203936356044393
201010,0.0388,0.010900000000000002,-0.0259,0.0001,9.5372,0.0,57.6266,0.0,0.15440108453568335,0.0,0.15440108453568335,-0.010617220362262758,0.0,-0.010617220362262758
201011,0.006,0.0374,-0.0097,0.0001,10.7589,0.0,63.2167,0.0,0.12809839365851605,0.0,0.12809839365851605,0.09700554952053397,0.0,0.09700554952053397
201012,0.06820000000000001,0.006500000000000001,0.0373,0.0001,11.3326,0.0,63.9816,0.0,0.05332329513240186,0.0,0.05332329513240186,0.012099650883389934,0.0,0.012099650883389934
201101,0.0199,-0.024700000000000003,0.0068000000000000005,0.0001,10.7657,0.0,66.8703,0.0,-0.05002382507103387,0.0,-0.05002382507103387,0.045148917813871536,0.0,0.045148917813871536
201102,0.0349,0.015300000000000001,0.013600000000000001,0.0001,10.1582,0.0,75.9187,0.0,-0.05642921500692011,0.0,-0.05642921500692011,0.13531268739634794,0.0,0.13531268739634794
201103,0.0046,0.026099999999999998,-0.0174,0.0001,10.0637,0.0,65.9054,0.747,-0.009302829241401023,0.0,-0.009302829241401023,-0.1220555673371646,0.009839473015212326,-0.13189504035237698
201104,0.028999999999999998,-0.0034000000000000002,-0.025099999999999997,0.0,10.4417,0.0,65.4373,0.0,0.03756073809831384,0.0,0.03756073809831384,-0.007102604642411858,0.0,-0.007102604642411858
201105,-0.012700000000000001,-0.006500000000000001,-0.020499999999999997,0.0,10.0705,0.0,68.402,0.0,-0.03554976680042543,0.0,-0.03554976680042543,0.045305964640961705,0.0,0.045305964640961705
201106,-0.0175,-0.0015,-0.0045000000000000005,0.0,9.3078,0.0,67.6875,0.0,-0.07573606077156037,0.0,-0.07573606077156037,-0.010445601005818594,0.0,-0.010445601005818594
201107,-0.0235,-0.0141,-0.0084,0.0,8.2413,0.0,67.2769,0.0,-0.11458131889383094,0.0,-0.11458131889383094,-0.006066112650046196,0.0,-0.006066112650046196
201108,-0.0599,-0.0308,-0.0242,0.0001,7.5056,0.0,58.9987,0.0,-0.08926989673959207,0.0,-0.08926989673959207,-0.12304669210382757,0.0,-0.12304669210382757
201109,-0.0759,-0.0337,-0.016200000000000003,0.0,6.5269,0.0,56.4758,0.512,-0.1303959710083138,0.0,-0.1303959710083138,-0.03408380184648141,0.008678157315330677,-0.042761959161812024
201110,0.1135,0.0336,0.0012,0.0,7.8836,0.0,55.1933,0.0,0.2078628445356907,0.0,0.2078628445356907,-0.02270884166315479,0.0,-0.02270884166315479
201111,-0.0028000000000000004,-0.0013000000000000002,-0.0033000000000000004,0.0,7.1546,0.0,54.5315,0.0,-0.09247044497437718,0.0,-0.09247044497437718,-0.011990585813857813,0.0,-0.011990585813857813
201112,0.0074,-0.0063,0.0173,0.0,7.2626,0.0,54.7135,0.0,0.015095183518295974,0.0,0.015095183518295974,0.003337520515665382,0.0,0.003337520515665382
