,Mkt-RF,SMB,HML,RF,F_PRC,F_DIV,TM_PRC,TM_DIV,F_RET,F_DY,F_CG,TM_RET,TM_DY,TM_CG
201201,0.050499999999999996,0.0206,-0.01,0.0,8.4174,0.05,60.7946,0.0,0.1658910032219869,0.006884586787101039,0.15900641643488567,0.11114441591197788,0.0,0.11114441591197788
201202,0.0442,-0.0183,0.0032,0.0,8.3903,0.0,68.4311,0.0,-0.003219521467436648,0.0,-0.003219521467436648,0.12561148523059606,0.0,0.12561148523059606
201203,0.0311,-0.0070999999999999995,0.011899999999999999,0.0,8.4885,0.05,72.4667,0.7572,0.01766325399568558,0.005959262481675268,0.011703991514010248,0.07003833052515596,0.01106514435687867,0.0589731861682774
201204,-0.0085,-0.0037,-0.008,0.0,7.7094,0.05,68.2599,0.0,-0.08589267832950476,0.005890322200624375,-0.09178300053012911,-0.05805149123666453,0.0,-0.05805149123666453
201205,-0.061900000000000004,0.0009,-0.0078000000000000005,0.0001,7.2173,0.0,64.1784,0.0,-0.0638311671466002,0.0,-0.0638311671466002,-0.059793524455793334,0.0,-0.059793524455793334
201206,0.038900000000000004,0.0078000000000000005,0.0063,0.0,6.5543,0.0,67.1748,0.0,-0.09186260790046141,0.0,-0.09186260790046141,0.04668860551213516,0.0,0.04668860551213516
201207,0.0079,-0.026400000000000003,-0.0007000000000000001,0.0,6.3151,0.0,63.8612,0.0,-0.036495125337564605,0.0,-0.036495125337564605,-0.04932802181770557,0.0,-0.04932802181770557
201208,0.0255,0.0043,0.0121,0.0001,6.4182,0.05,66.457,0.0,0.024243479913223842,0.007917530997133854,0.01632594891608985,0.04064752932923277,0.0,0.04064752932923277
201209,0.0273,0.0049,0.015300000000000001,0.0001,6.7755,0.0,66.1246,0.7296,0.05566981396653281,0.0,0.05566981396653281,0.0059767970266491055,0.01097852746888966,-0.005001730442240726
201210,-0.0176,-0.011399999999999999,0.0368,0.0001,7.7032,0.05,65.2487,0.0,0.14429931370378557,0.007379529186037931,0.13691978451774767,-0.013246204891976698,0.0,-0.013246204891976698
201211,0.0078000000000000005,0.0054,-0.0094,0.0001,7.9034,0.0,72.5004,0.0,0.025989199293799947,0.0,0.025989199293799947,0.11113937902211068,0.0,0.11113937902211068
201212,0.0118,0.0147,0.0352,0.0001,8.9388,0.0,78.5393,0.0,0.1310069084191614,0.0,0.1310069084191614,0.08329471285675671,0.0,0.08329471285675671
201301,0.055700000000000006,0.0036,0.0091,0.0,9.0036,0.1,80.3248,0.0,0.018436479169463338,0.011187183962053072,0.007249295207410356,0.022733841529017917,0.0,0.022733841529017917
201302,0.0129,-0.0042,0.0007000000000000001,0.0,8.7672,0.0,86.4142,0.0,-0.0262561642009862,0.0,-0.0262561642009862,0.0758097125669781,0.0,0.0758097125669781
201303,0.0403,0.0076,-0.002,0.0,9.1427,0.0,87.5015,1.2626,0.042830093986677475,0.0,0.042830093986677475,0.027193447373232704,0.014611024576979248,0.012582422796253434
201304,0.015500000000000002,-0.0242,0.0055000000000000005,0.0,9.532,0.0,99.1468,0.0,0.04258041935095758,0.0,0.04258041935095758,0.1330868613680909,0.0,0.1330868613680909
201305,0.027999999999999997,0.016399999999999998,0.0265,0.0,10.9832,0.1,100.2124,0.0,0.16273604699958022,0.010490977759127152,0.1522450692404531,0.010747699371033592,0.0,0.010747699371033592
201306,-0.012,0.011399999999999999,-0.0002,0.0,10.8361,0.0,102.8637,0.0,-0.013393182314808016,0.0,-0.013393182314808016,0.02645680574459841,0.0,0.02645680574459841
201307,0.0565,0.018600000000000002,0.0058,0.0,11.8938,0.1,103.9208,0.0,0.10683733077398694,0.009228412436208599,0.0976089183377784,0.010276705971105526,0.0,0.010276705971105526
201308,-0.0271,0.0031,-0.0267,0.0,11.4076,0.0,102.9746,0.0,-0.04087844086835157,0.0,-0.04087844086835157,-0.009105010738947428,0.0,-0.009105010738947428
201309,0.037700000000000004,0.0292,-0.011899999999999999,0.0,11.8867,0.0,110.2168,1.273,0.04199831691153255,0.0,0.04199831691153255,0.08269223672633852,0.01236227186121626,0.07032996486512211
201310,0.0418,-0.015700000000000002,0.012,0.0,12.1254,0.1,111.4134,0.0,0.0284940311440518,0.0084127638453061,0.02008126729874582,0.010856784083733029,0.0,0.010856784083733029
201311,0.0313,0.0118,0.0031,0.0,12.1041,0.0,107.6514,0.0,-0.0017566430798159338,0.0,-0.0017566430798159338,-0.033766135850804346,0.0,-0.033766135850804346
201312,0.0281,-0.0058,-0.0005,0.0,10.9348,0.0,104.9569,0.0,-0.09660363017489959,0.0,-0.09660363017489959,-0.025029864915830036,0.0,-0.025029864915830036
201401,-0.0332,0.0088,-0.0202,0.0,10.6886,0.125,98.7931,0.0,-0.0110838789918426,0.011431393349672607,-0.02251527234151518,-0.058726963162974655,0.0,-0.058726963162974655
201402,0.04650000000000001,0.0033000000000000004,-0.0037,0.0,10.9958,0.0,99.2579,0.0,0.028740901521246975,0.0,0.028740901521246975,0.004704782014128606,0.0,0.004704782014128606
201403,0.0043,-0.019,0.049100000000000005,0.0,11.1458,0.0,98.9115,1.9556,0.013641572236672284,0.0,0.013641572236672284,0.016212311564117288,0.019702210101160713,-0.003489898537043401
201404,-0.0019,-0.042300000000000004,0.0111,0.0,11.6281,0.125,94.9865,0.0,0.05448689192341516,0.01121498681117551,0.04327190511223966,-0.039681937893975894,0.0,-0.039681937893975894
201405,0.0206,-0.019,-0.0012,0.0,11.8369,0.0,99.0954,0.0,0.017956501922068213,0.0,0.017956501922068213,0.043257726097919,0.0,0.043257726097919
201406,0.026099999999999998,0.0308,-0.0068000000000000005,0.0,12.4129,0.0,104.8339,0.0,0.04866138938404485,0.0,0.04866138938404485,0.05790884339737268,0.0,0.05790884339737268
201407,-0.0204,-0.0426,-0.0002,0.0,12.3422,0.125,103.3708,0.0,0.004374481386299811,0.01007016893715409,-0.005695687550854367,-0.013956363351930956,0.0,-0.013956363351930956
201408,0.0424,0.0038,-0.0058,0.0,12.625,0.0,100.1555,0.0,0.022913256955810146,0.0,0.022913256955810146,-0.031104528551583188,0.0,-0.031104528551583188
201409,-0.0197,-0.0379,-0.0131,0.0,10.7251,0.0,104.0713,1.2632,-0.1504871287128713,0.0,-0.1504871287128713,0.051709591585085146,0.012612387737068858,0.03909720384801618
201410,0.0252,0.042699999999999995,-0.0182,0.0,10.3093,0.125,107.4538,0.0,-0.027113966303344395,0.011654902984587557,-0.038768869287931995,0.03250175600766014,0.0,0.03250175600766014
201411,0.0255,-0.020800000000000003,-0.028700000000000003,0.0,11.5093,0.0,109.03,0.0,0.11639975556051319,0.0,0.11639975556051319,0.014668629680848921,0.0,0.014668629680848921
201412,-0.0006,0.0252,0.021800000000000003,0.0,11.341,0.0,111.1109,0.0,-0.014622957086877553,0.0,-0.014622957086877553,0.019085572778134496,0.0,0.019085572778134496
201501,-0.0311,-0.0055000000000000005,-0.035,0.0,10.8746,0.15,114.095,0.0,-0.02789877435852217,0.013226346882990918,-0.04112512124151313,0.026856951028206844,0.0,0.026856951028206844
201502,0.061399999999999996,0.0051,-0.0189,0.0,12.0796,0.0,119.8683,0.0,0.1108086734224707,0.0,0.1108086734224707,0.0506008151102153,0.0,0.0506008151102153
201503,-0.011200000000000002,0.0302,-0.0043,0.0,11.9318,0.0,127.1927,3.8026,-0.012235504486903359,0.0,-0.012235504486903359,0.0928268774980543,0.031723149489898496,0.06110372800815567
201504,0.0059,-0.0298,0.0184,0.0,11.7898,0.15,126.4017,0.0,0.0006704772121557401,0.012571447727920347,-0.011900970515764664,-0.006218910361994068,0.0,-0.006218910361994068
201505,0.013600000000000001,0.0092,-0.011899999999999999,0.0,11.3197,0.0,125.3743,0.0,-0.0398734499312966,0.0,-0.0398734499312966,-0.008128055239763343,0.0,-0.008128055239763343
201506,-0.015300000000000001,0.028300000000000002,-0.0076,0.0,11.2003,0.0,121.61,0.0,-0.010547982720390037,0.0,-0.010547982720390037,-0.030024494653210443,0.0,-0.030024494653210443
201507,0.0154,-0.041100000000000005,-0.04190000000000001,0.0,11.1751,0.15,121.3463,0.0,0.011142558681463965,0.01339249841522102,-0.0022499397337570892,-0.002168407203354983,0.0,-0.002168407203354983
201508,-0.0604,0.0047,0.0263,0.0,10.4517,0.0,107.6351,0.0,-0.06473320149260409,0.0,-0.06473320149260409,-0.11299232032620699,0.0,-0.11299232032620699
201509,-0.030699999999999998,-0.0262,0.0051,0.0,10.2256,0.0,109.4604,3.0732,-0.021632844417654562,0.0,-0.021632844417654562,0.045510247121989034,0.0285520243860971,0.01695822273589198
201510,0.0775,-0.0197,-0.0021,0.0,11.2719,0.15,114.4444,0.0,0.11699069003285878,0.01466906587388515,0.1023216241589735,0.045532448264395065,0.0,0.045532448264395065
201511,0.005600000000000001,0.0366,-0.0053,0.0,10.9065,0.0,116.1243,0.0,-0.032416895110850996,0.0,-0.032416895110850996,0.014678743564560559,0.0,0.014678743564560559
201512,-0.0217,-0.0282,-0.0252,0.0001,10.7239,0.0,114.8364,0.0,-0.016742309631870844,0.0,-0.016742309631870844,-0.011090701946104398,0.0,-0.011090701946104398
201601,-0.057699999999999994,-0.0335,0.0198,0.0001,9.3943,0.4,112.027,0.0,-0.08668488143306075,0.03729986292300376,-0.12398474435606455,-0.02446436844066857,0.0,-0.02446436844066857
201602,-0.0008,0.008199999999999999,-0.005600000000000001,0.0002,9.8427,0.0,97.1592,0.0,0.0477310709685661,0.0,0.0477310709685661,-0.13271622019691687,0.0,-0.13271622019691687
201603,0.0696,0.0084,0.0106,0.0002,10.6217,0.0,101.0766,2.0151,0.07914495006451472,0.0,0.07914495006451472,0.061059580564681415,0.02074018723908801,0.04031939332559342
201604,0.0092,0.006600000000000001,0.033,0.0001,10.786,0.15,96.6845,0.0,0.02959036689042227,0.014122033196192698,0.015468333694229619,-0.043453183031483045,0.0,-0.043453183031483045
201605,0.0178,-0.0027,-0.0172,0.0001,10.7303,0.0,98.3102,0.0,-0.005164101613202243,0.0,-0.005164101613202243,0.016814484224461967,0.0,0.016814484224461967
201606,-0.0005,0.0064,-0.0146,0.0002,9.9985,0.0,95.0588,0.0,-0.06819939796650609,0.0,-0.06819939796650609,-0.03307286527745834,0.0,-0.03307286527745834
201607,0.0395,0.0262,-0.0123,0.0002,10.1791,0.15,106.0963,0.0,0.03306495974396162,0.015002250337550632,0.01806270940641097,0.11611234309711449,0.0,0.11611234309711449
201608,0.005,0.0117,0.032400000000000005,0.0002,10.1309,0.0,114.6809,0.0,-0.0047351926987651005,0.0,-0.0047351926987651005,0.080913283498105,0.0,0.080913283498105
201609,0.0025,0.0203,-0.012,0.0002,9.7047,0.0,111.998,1.7715,-0.04206931269679892,0.0,-0.04206931269679892,-0.007947269336044505,0.015447210477071597,-0.023394479813116154
201610,-0.0202,-0.0443,0.0404,0.0002,9.5589,0.15,111.612,0.0,0.0004327799931991283,0.015456428328541839,-0.015023648335342754,-0.00344649011589504,0.0,-0.00344649011589504
201611,0.048600000000000004,0.054400000000000004,0.0815,0.0001,9.738,0.0,114.3815,0.0,0.01873646549289143,0.0,0.01873646549289143,0.02481364011038245,0.0,0.02481364011038245
201612,0.0181,0.0011,0.0349,0.0003,9.8764,0.0,113.0981,0.0,0.014212363935099726,0.0,0.014212363935099726,-0.011220345947552723,0.0,-0.011220345947552723
201701,0.0194,-0.0103,-0.027700000000000002,0.0004,10.2259,0.2,111.6988,0.0,0.05563768174638506,0.020250293629257624,0.035387388117127605,-0.012372444806765026,0.0,-0.012372444806765026
201702,0.0357,-0.0199,-0.0178,0.0004,10.3665,0.0,109.1898,0.0,0.013749401030716202,0.0,0.013749401030716202,-0.02246219296894869,0.0,-0.02246219296894869
201703,0.0017000000000000001,0.0116,-0.0325,0.0003,9.6302,0.0,108.62,1.9665,-0.07102686538368785,0.0,-0.07102686538368785,0.012791487849597605,0.01800992400389047,-0.005218436154292849
201704,0.010900000000000002,0.006999999999999999,-0.020499999999999997,0.0005,9.6173,0.15,108.14,0.0,0.01423646445556681,0.015576000498432016,-0.001339536042865186,-0.0044190756766709915,0.0,-0.0044190756766709915
201705,0.0106,-0.0257,-0.0369,0.0006,9.3239,0.0,107.54,0.0,-0.03050752290143799,0.0,-0.03050752290143799,-0.005548363232846243,0.0,-0.005548363232846243
201706,0.0078000000000000005,0.021400000000000002,0.0143,0.0006,9.3826,0.0,105.02,0.0,0.00629564881648248,0.0,0.00629564881648248,-0.02343314115677897,0.0,-0.02343314115677897
201707,0.0187,-0.0144,-0.0028000000000000004,0.0007000000000000001,9.5283,0.15,112.84,0.0,0.031515784537335056,0.01598703983970328,0.015528744697631769,0.07446200723671681,0.0,0.07446200723671681
201708,0.0016,-0.0161,-0.023100000000000002,0.0009,9.367,0.0,112.98,0.0,-0.01692851820366681,0.0,-0.01692851820366681,0.001240694789081953,0.0,0.001240694789081953
201709,0.025099999999999997,0.0446,0.0309,0.0009,10.1652,0.0,119.17,0.0,0.08521404932208809,0.0,0.08521404932208809,0.05478845813418309,0.0,0.05478845813418309
201710,0.0225,-0.0193,0.0008,0.0009,10.5492,0.15,124.0,0.0,0.05253216857513876,0.014756227127847951,0.037775941447290684,0.040530334815809255,0.0,0.040530334815809255
201711,0.031200000000000002,-0.0062,-0.001,0.0008,10.7641,0.0,126.34,0.0,0.02037121298297495,0.0,0.02037121298297495,0.018870967741935418,0.0,0.018870967741935418
201712,0.0106,-0.013200000000000002,0.0025,0.0009,10.7383,0.0,127.17,0.0,-0.002396856216497323,0.0,-0.002396856216497323,0.00656957416495163,0.0,0.00656957416495163
201801,0.0558,-0.031200000000000002,-0.0126,0.0011,9.669,0.28,137.92,0.0,-0.07350325470512098,0.02607489081139473,-0.09957814551651567,0.0845325155303922,0.0,0.0845325155303922
201802,-0.0365,0.0029,-0.0103,0.0011,9.3517,0.0,134.6,0.0,-0.03281621677526125,0.0,-0.03281621677526125,-0.024071925754060253,0.0,-0.024071925754060253
201803,-0.0235,0.0404,-0.0015,0.0012,9.7659,0.0,130.37,0.0,0.044291412256595164,0.0,0.044291412256595164,-0.0314264487369984,0.0,-0.0314264487369984
201804,0.0029,0.011399999999999999,0.0046,0.0014000000000000002,10.0426,0.15,130.98,0.0,0.04369284960935493,0.015359567474579915,0.02833328213477504,0.004678990565313956,0.0,0.004678990565313956
201805,0.0265,0.0529,-0.0313,0.0014000000000000002,10.3195,0.0,127.97,0.0,0.027572540975444593,0.0,0.027572540975444593,-0.02298060772637034,0.0,-0.02298060772637034
201806,0.0048,0.0118,-0.0227,0.0014000000000000002,9.8907,0.0,128.81,0.0,-0.04155240079461209,0.0,-0.04155240079461209,0.006564038446510878,0.0,0.006564038446510878
201807,0.0319,-0.0223,0.0058,0.0016,9.0978,0.15,131.84,0.0,-0.06500045497285334,0.015165761776214018,-0.08016621674906743,0.023523018399192575,0.0,0.023523018399192575
201808,0.0344,0.010700000000000001,-0.038700000000000005,0.0016,8.5904,0.0,124.08,0.0,-0.055771725032425334,0.0,-0.055771725032425334,-0.05885922330097093,0.0,-0.05885922330097093
201809,0.0006,-0.022400000000000003,-0.017,0.0015,8.382,0.0,124.35,0.0,-0.024259638666418448,0.0,-0.024259638666418448,0.0021760154738876825,0.0,0.0021760154738876825
201810,-0.0768,-0.049100000000000005,0.0362,0.0019,8.8082,0.15,117.05,0.0,0.0687425435456932,0.01789549033643522,0.050847053209257975,-0.05870526739043025,0.0,-0.05870526739043025
201811,0.0169,-0.0069,0.002,0.0018,8.679,0.0,121.48,0.0,-0.014668150132830626,0.0,-0.014668150132830626,0.037847073900042716,0.0,0.037847073900042716
201812,-0.09550000000000002,-0.025400000000000002,-0.0188,0.0019,7.0557,0.0,116.08,0.0,-0.18703767715174568,0.0,-0.18703767715174568,-0.04445176160684894,0.0,-0.04445176160684894
201901,0.08410000000000001,0.0294,-0.005600000000000001,0.0021,8.2562,0.15,123.17,0.0,0.19140553028048246,0.021259407287724817,0.17014612299275766,0.06107856650585797,0.0,0.06107856650585797
201902,0.034,0.021,-0.027200000000000002,0.0018,8.228,0.0,121.04,0.0,-0.0034156149318088636,0.0,-0.0034156149318088636,-0.017293172038645777,0.0,-0.017293172038645777
201903,0.011000000000000001,-0.030699999999999998,-0.042,0.0019,8.2374,0.0,118.02,0.0,0.0011424404472533123,0.0,0.0011424404472533123,-0.024950429610046343,0.0,-0.024950429610046343
201904,0.0396,-0.0177,0.02,0.0021,9.959,0.15,123.6,0.0,0.22720761405297796,0.018209629251948432,0.2089979848010295,0.047280122013218184,0.0,0.047280122013218184
201905,-0.0694,-0.0126,-0.0215,0.0021,9.0727,0.0,117.58,0.0,-0.08899487900391612,0.0,-0.08899487900391612,-0.048705501618122926,0.0,-0.048705501618122926
201906,0.0693,0.002,-0.008199999999999999,0.0018,9.7494,0.0,123.99,0.0,0.07458639655229438,0.0,0.07458639655229438,0.054516074162272554,0.0,0.054516074162272554
201907,0.011899999999999999,-0.0206,0.003,0.0019,9.2182,0.15,129.05,0.0,-0.03909984204156147,0.015385562188442366,-0.05448540423000392,0.040809742721187314,0.0,0.040809742721187314
201908,-0.0258,-0.024300000000000002,-0.0493,0.0016,8.87,0.0,130.63,0.0,-0.03777310103924847,0.0,-0.03777310103924847,0.012243316543975036,0.0,0.012243316543975036
201909,0.0143,-0.0099,0.0678,0.0018,8.8603,0.0,134.49,0.0,-0.0010935738444192156,0.0,-0.0010935738444192156,0.029549108168108518,0.0,0.029549108168108518
201910,0.0206,0.0027,-0.0209,0.0015,8.447,0.15,138.55,0.0,-0.029716826744015545,0.01692944934144442,-0.046646276085460014,0.030188118075693327,0.0,0.030188118075693327
201911,0.038700000000000005,0.0085,-0.0187,0.0012,8.9092,0.0,140.21,0.0,0.054717651237125686,0.0,0.054717651237125686,0.01198123421147601,0.0,0.01198123421147601
201912,0.027700000000000002,0.0070999999999999995,0.0193,0.0014000000000000002,9.1452,0.0,140.54,0.0,0.026489471557491262,0.0,0.026489471557491262,0.0023536124384850865,0.0,0.0023536124384850865
202001,-0.0011,-0.0309,-0.063,0.0013000000000000002,8.82,0.15,138.84,0.0,-0.019157590867340257,0.016402046975462537,-0.035559637842802805,-0.012096200370001364,0.0,-0.012096200370001364
202002,-0.08130000000000001,0.01,-0.0396,0.0012,6.96,0.0,130.75,0.0,-0.2108843537414966,0.0,-0.2108843537414966,-0.05826851051570159,0.0,-0.05826851051570159
202003,-0.1338,-0.051,-0.1411,0.0012,4.83,0.0,119.95,0.0,-0.30603448275862066,0.0,-0.30603448275862066,-0.08260038240917777,0.0,-0.08260038240917777
202004,0.1365,0.0275,-0.013500000000000002,0.0,5.09,0.0,123.59,0.0,0.053830227743271175,0.0,0.053830227743271175,0.03034597749062118,0.0,0.03034597749062118
202005,0.0558,0.024700000000000003,-0.0495,0.0001,5.71,0.0,126.01,0.0,0.12180746561886058,0.0,0.12180746561886058,0.019580872238854186,0.0,0.019580872238854186
202006,0.0246,0.027000000000000003,-0.0222,0.0001,6.08,0.0,125.63,0.0,0.06479859894921192,0.0,0.06479859894921192,-0.0030156336798667915,0.0,-0.0030156336798667915
202007,0.057699999999999994,-0.0222,-0.013200000000000002,0.0001,6.61,0.0,119.34,0.0,0.08717105263157898,0.0,0.08717105263157898,-0.050067658998646736,0.0,-0.050067658998646736
202008,0.0762,-0.001,-0.031000000000000003,0.0001,6.82,0.0,132.43,0.0,0.03177004538577921,0.0,0.03177004538577921,0.10968660968660982,0.0,0.10968660968660982
