PERMNO,date,ticker,RET,coname,mkt,rf,ret
55976,2012-04-01,WMT,-0.037418,Walmart,-0.0085,0.0,-0.0374
55976,2012-05-01,WMT,0.124045,Walmart,-0.0619,0.0001,0.124
55976,2012-06-01,WMT,0.059253,Walmart,0.0389,0.0,0.0593
55976,2012-07-01,WMT,0.067556,Walmart,0.0079,0.0,0.0676
55976,2012-08-01,WMT,-0.019246,Walmart,0.0255,0.0001,-0.0192
55976,2012-09-01,WMT,0.016529,Walmart,0.0273,0.0001,0.0165
55976,2012-10-01,WMT,0.016531,Walmart,-0.0176,0.0001,0.0165
55976,2012-11-01,WMT,-0.039989,Walmart,0.0078,0.0001,-0.04
55976,2012-12-01,WMT,-0.047105,Walmart,0.0118,0.0001,-0.0471
55976,2013-01-01,WMT,0.025209,Walmart,0.0557,0.0,0.0252
55976,2013-02-01,WMT,0.011866,Walmart,0.0129,0.0,0.0119
55976,2013-03-01,WMT,0.063860,Walmart,0.0403,0.0,0.0639
55976,2013-04-01,WMT,0.038621,Walmart,0.0155,0.0,0.0386
55976,2013-05-01,WMT,-0.031009,Walmart,0.028,0.0,-0.031
55976,2013-06-01,WMT,-0.004677,Walmart,-0.012,0.0,-0.0047
55976,2013-07-01,WMT,0.046315,Walmart,0.0565,0.0,0.0463
55976,2013-08-01,WMT,-0.057608,Walmart,-0.0271,0.0,-0.0576
55976,2013-09-01,WMT,0.013428,Walmart,0.0377,0.0,0.0134
55976,2013-10-01,WMT,0.037723,Walmart,0.0418,0.0,0.0377
55976,2013-11-01,WMT,0.055505,Walmart,0.0312,0.0,0.0555
55976,2013-12-01,WMT,-0.022837,Walmart,0.0281,0.0,-0.0228
55976,2014-01-01,WMT,-0.050959,Walmart,-0.0332,0.0,-0.051
55976,2014-02-01,WMT,0.000268,Walmart,0.0465,0.0,0.0003
55976,2014-03-01,WMT,0.029585,Walmart,0.0043,0.0,0.0296
55976,2014-04-01,WMT,0.042915,Walmart,-0.0019,0.0,0.0429
55976,2014-05-01,WMT,-0.030862,Walmart,0.0206,0.0,-0.0309
55976,2014-06-01,WMT,-0.022144,Walmart,0.0261,0.0,-0.0221
55976,2014-07-01,WMT,-0.019848,Walmart,-0.0204,0.0,-0.0198
55976,2014-08-01,WMT,0.032618,Walmart,0.0424,0.0,0.0326
55976,2014-09-01,WMT,0.012848,Walmart,-0.0197,0.0,0.0128
55976,2014-10-01,WMT,-0.002615,Walmart,0.0252,0.0,-0.0026
55976,2014-11-01,WMT,0.147765,Walmart,0.0255,0.0,0.1478
55976,2014-12-01,WMT,-0.013480,Walmart,-0.0006,0.0,-0.0135
55976,2015-01-01,WMT,-0.010480,Walmart,-0.0311,0.0,-0.0105
55976,2015-02-01,WMT,-0.012356,Walmart,0.0613,0.0,-0.0124
55976,2015-03-01,WMT,-0.014178,Walmart,-0.0112,0.0,-0.0142
55976,2015-04-01,WMT,-0.051064,Walmart,0.0059,0.0,-0.0511
55976,2015-05-01,WMT,-0.042153,Walmart,0.0136,0.0,-0.0422
55976,2015-06-01,WMT,-0.044971,Walmart,-0.0153,0.0,-0.045
55976,2015-07-01,WMT,0.014803,Walmart,0.0154,0.0,0.0148
55976,2015-08-01,WMT,-0.093915,Walmart,-0.0604,0.0,-0.0939
55976,2015-09-01,WMT,0.001699,Walmart,-0.0308,0.0,0.0017
55976,2015-10-01,WMT,-0.117212,Walmart,0.0775,0.0,-0.1172
55976,2015-11-01,WMT,0.027952,Walmart,0.0056,0.0,0.028
55976,2015-12-01,WMT,0.050136,Walmart,-0.0217,0.0001,0.0501
55976,2016-01-01,WMT,0.082545,Walmart,-0.0577,0.0001,0.0825
55976,2016-02-01,WMT,-0.000301,Walmart,-0.0007,0.0002,-0.0003
55976,2016-03-01,WMT,0.039946,Walmart,0.0696,0.0002,0.0399
55976,2016-04-01,WMT,-0.023653,Walmart,0.0092,0.0001,-0.0237
55976,2016-05-01,WMT,0.065949,Walmart,0.0178,0.0001,0.0659
55976,2016-06-01,WMT,0.031647,Walmart,-0.0005,0.0002,0.0316
55976,2016-07-01,WMT,-0.000685,Walmart,0.0395,0.0002,-0.0007
55976,2016-08-01,WMT,-0.014115,Walmart,0.005,0.0002,-0.0141
55976,2016-09-01,WMT,0.009518,Walmart,0.0025,0.0002,0.0095
55976,2016-10-01,WMT,-0.029118,Walmart,-0.0202,0.0002,-0.0291
55976,2016-11-01,WMT,0.005856,Walmart,0.0486,0.0001,0.0059
55976,2016-12-01,WMT,-0.011501,Walmart,0.0182,0.0003,-0.0115
55976,2017-01-01,WMT,-0.034433,Walmart,0.0194,0.0004,-0.0344
55976,2017-02-01,WMT,0.062781,Walmart,0.0357,0.0004,0.0628
55976,2017-03-01,WMT,0.023403,Walmart,0.0017,0.0003,0.0234
55976,2017-04-01,WMT,0.043008,Walmart,0.0109,0.0005,0.043
55976,2017-05-01,WMT,0.052275,Walmart,0.0106,0.0006,0.0523
55976,2017-06-01,WMT,-0.037150,Walmart,0.0078,0.0006,-0.0372
55976,2017-07-01,WMT,0.056950,Walmart,0.0187,0.0007,0.057
55976,2017-08-01,WMT,-0.017627,Walmart,0.0016,0.0009,-0.0176
55976,2017-09-01,WMT,0.000897,Walmart,0.0251,0.0009,0.0009
55976,2017-10-01,WMT,0.117353,Walmart,0.0225,0.0009,0.1174
55976,2017-11-01,WMT,0.113618,Walmart,0.0312,0.0008,0.1136
55976,2017-12-01,WMT,0.020878,Walmart,0.0106,0.0009,0.0209
55976,2018-01-01,WMT,0.079494,Walmart,0.0558,0.0011,0.0795
55976,2018-02-01,WMT,-0.155628,Walmart,-0.0365,0.0011,-0.1556
55976,2018-03-01,WMT,-0.005777,Walmart,-0.0235,0.0012,-0.0058
55976,2018-04-01,WMT,-0.005732,Walmart,0.0029,0.0014,-0.0057
55976,2018-05-01,WMT,-0.061045,Walmart,0.0265,0.0014,-0.061
55976,2018-06-01,WMT,0.037679,Walmart,0.0048,0.0014,0.0377
55976,2018-07-01,WMT,0.041798,Walmart,0.0319,0.0016,0.0418
55976,2018-08-01,WMT,0.080130,Walmart,0.0344,0.0016,0.0801
55976,2018-09-01,WMT,-0.020342,Walmart,0.0006,0.0015,-0.0203
55976,2018-10-01,WMT,0.067831,Walmart,-0.0768,0.0019,0.0678
55976,2018-11-01,WMT,-0.026227,Walmart,0.0169,0.0018,-0.0262
55976,2018-12-01,WMT,-0.040758,Walmart,-0.0955,0.0019,-0.0408
55976,2019-01-01,WMT,0.028771,Walmart,0.0841,0.0021,0.0288
55976,2019-02-01,WMT,0.032975,Walmart,0.034,0.0018,0.033
55976,2019-03-01,WMT,-0.009395,Walmart,0.011,0.0019,-0.0094
55976,2019-04-01,WMT,0.054445,Walmart,0.0396,0.0021,0.0544
55976,2019-05-01,WMT,-0.008460,Walmart,-0.0694,0.0021,-0.0085
55976,2019-06-01,WMT,0.089215,Walmart,0.0693,0.0018,0.0892
55976,2019-07-01,WMT,-0.000996,Walmart,0.0119,0.0019,-0.001
55976,2019-08-01,WMT,0.039953,Walmart,-0.0258,0.0016,0.04
55976,2019-09-01,WMT,0.038684,Walmart,0.0144,0.0018,0.0387
55976,2019-10-01,WMT,-0.011965,Walmart,0.0206,0.0015,-0.012
55976,2019-11-01,WMT,0.015606,Walmart,0.0387,0.0012,0.0156
