PERMNO,date,TICKER,RET
11308,20180131,KO,0.037271
11308,20180228,KO,-0.091826
11308,20180329,KO,0.013882
11308,20180430,KO,-0.005066
11308,20180531,KO,-0.004860
11308,20180629,KO,0.029070
11308,20180731,KO,0.063156
11308,20180831,KO,-0.044178
11308,20180928,KO,0.045098
11308,20181031,KO,0.036588
11308,20181130,KO,0.060777
11308,20181231,KO,-0.060516
11308,20190131,KO,0.016473
11308,20190228,KO,-0.057968
11308,20190329,KO,0.042347
11308,20190430,KO,0.046948
11308,20190531,KO,0.001427
11308,20190628,KO,0.044576
11308,20190731,KO,0.033582
11308,20190830,KO,0.045791
11308,20190930,KO,-0.003634
11308,20191031,KO,-0.000184
11308,20191129,KO,-0.011574
11308,20191231,KO,0.036517
11850,20100129,XOM,-0.055140
11850,20100226,XOM,0.015366
11850,20100331,XOM,0.030462
11850,20100430,XOM,0.011794
11850,20100528,XOM,-0.101372
11850,20100630,XOM,-0.056070
11850,20100730,XOM,0.045733
11850,20100831,XOM,-0.002178
11850,20100930,XOM,0.045339
11850,20101029,XOM,0.076064
11850,20101130,XOM,0.052790
11850,20101231,XOM,0.051179
11850,20110131,XOM,0.103392
11850,20110228,XOM,0.065568
11850,20110331,XOM,-0.016369
11850,20110429,XOM,0.045763
11850,20110531,XOM,-0.045920
11850,20110630,XOM,-0.025039
11850,20110729,XOM,-0.019538
11850,20110831,XOM,-0.066424
11850,20110930,XOM,-0.018779
11850,20111031,XOM,0.075176
11850,20111130,XOM,0.036112
11850,20111230,XOM,0.053705
11850,20120131,XOM,-0.012034
11850,20120229,XOM,0.038572
11850,20120330,XOM,0.002659
11850,20120430,XOM,-0.004497
11850,20120531,XOM,-0.082696
11850,20120629,XOM,0.088262
11850,20120731,XOM,0.014958
11850,20120831,XOM,0.011744
11850,20120928,XOM,0.047537
11850,20121031,XOM,-0.003062
11850,20121130,XOM,-0.026983
11850,20121231,XOM,-0.018039
11850,20130131,XOM,0.039515
11850,20130228,XOM,0.001667
11850,20130328,XOM,0.006253
11850,20130430,XOM,-0.012429
11850,20130531,XOM,0.023711
11850,20130628,XOM,-0.001326
11850,20130731,XOM,0.037631
11850,20130830,XOM,-0.063573
11850,20130930,XOM,-0.012850
11850,20131031,XOM,0.041609
11850,20131129,XOM,0.050100
11850,20131231,XOM,0.082584
11850,20140131,XOM,-0.089328
11850,20140228,XOM,0.051432
11850,20140331,XOM,0.014646
11850,20140430,XOM,0.048423
11850,20140530,XOM,-0.011620
11850,20140630,XOM,0.001492
11850,20140731,XOM,-0.017282
11850,20140829,XOM,0.012230
11850,20140930,XOM,-0.054394
11850,20141031,XOM,0.028283
11850,20141128,XOM,-0.056664
11850,20141231,XOM,0.021096
11850,20150130,XOM,-0.054408
11850,20150227,XOM,0.020705
11850,20150331,XOM,-0.039982
11850,20150430,XOM,0.027882
11850,20150529,XOM,-0.016482
11850,20150630,XOM,-0.023474
11850,20150731,XOM,-0.047957
11850,20150831,XOM,-0.040904
11850,20150930,XOM,-0.011829
11850,20151030,XOM,0.112845
11850,20151130,XOM,-0.004230
11850,20151231,XOM,-0.045432
11850,20160129,XOM,-0.001283
11850,20160229,XOM,0.038921
11850,20160331,XOM,0.042919
11850,20160429,XOM,0.057543
11850,20160531,XOM,0.015498
11850,20160630,XOM,0.053022
11850,20160729,XOM,-0.051099
11850,20160831,XOM,-0.011917
11850,20160930,XOM,0.001607
11850,20161031,XOM,-0.045371
11850,20161130,XOM,0.056769
11850,20161230,XOM,0.033906
11850,20170131,XOM,-0.070574
11850,20170228,XOM,-0.021695
11850,20170331,XOM,0.008485
11850,20170428,XOM,-0.004390
11850,20170531,XOM,-0.004654
11850,20170630,XOM,0.002857
11850,20170731,XOM,-0.008547
11850,20170831,XOM,-0.036732
11850,20170929,XOM,0.074021
11850,20171031,XOM,0.016711
11850,20171130,XOM,0.008518
11850,20171229,XOM,0.004202
11850,20180131,XOM,0.043759
11850,20180228,XOM,-0.123597
11850,20180329,XOM,-0.014919
11850,20180430,XOM,0.042086
11850,20180531,XOM,0.055434
11850,20180629,XOM,0.018341
11850,20180731,XOM,-0.014747
11850,20180831,XOM,-0.006380
11850,20180928,XOM,0.060496
11850,20181031,XOM,-0.062809
11850,20181130,XOM,0.008032
11850,20181231,XOM,-0.142264
11850,20190131,XOM,0.074644
11850,20190228,XOM,0.089656
11850,20190329,XOM,0.022397
11850,20190430,XOM,-0.006436
11850,20190531,XOM,-0.107623
11850,20190628,XOM,0.082803
11850,20190731,XOM,-0.029623
11850,20190830,XOM,-0.067375
11850,20190930,XOM,0.031104
11850,20191031,XOM,-0.043053
11850,20191129,XOM,0.021163
11850,20191231,XOM,0.024218
12490,20100129,IBM,-0.065011
12490,20100226,IBM,0.043468
12490,20100331,IBM,0.008572
12490,20100430,IBM,0.005848
12490,20100528,IBM,-0.023953
12490,20100630,IBM,-0.014210
12490,20100730,IBM,0.039844
12490,20100831,IBM,-0.035981
12490,20100930,IBM,0.089418
12490,20101029,IBM,0.070523
12490,20101130,IBM,-0.010376
12490,20101231,IBM,0.037466
12490,20110131,IBM,0.103843
12490,20110228,IBM,0.003272
12490,20110331,IBM,0.007351
12490,20110429,IBM,0.046054
12490,20110531,IBM,-0.005276
12490,20110630,IBM,0.015509
12490,20110729,IBM,0.060041
12490,20110831,IBM,-0.050536
12490,20110930,IBM,0.017218
12490,20111031,IBM,0.055813
12490,20111130,IBM,0.022315
12490,20111230,IBM,-0.021915
12490,20120131,IBM,0.047422
12490,20120229,IBM,0.025337
12490,20120330,IBM,0.060591
12490,20120430,IBM,-0.007525
12490,20120531,IBM,-0.064371
12490,20120629,IBM,0.013893
12490,20120731,IBM,0.002045
12490,20120831,IBM,-0.001429
12490,20120928,IBM,0.064665
12490,20121031,IBM,-0.062280
12490,20121130,IBM,-0.018558
12490,20121231,IBM,0.007787
12490,20130131,IBM,0.060141
12490,20130228,IBM,-0.006845
12490,20130328,IBM,0.062092
12490,20130430,IBM,-0.050445
12490,20130531,IBM,0.031747
12490,20130628,IBM,-0.081290
12490,20130731,IBM,0.020564
12490,20130830,IBM,-0.060603
12490,20130930,IBM,0.015965
12490,20131031,IBM,-0.032239
12490,20131129,IBM,0.007924
12490,20131231,IBM,0.043911
12490,20140131,IBM,-0.058058
12490,20140228,IBM,0.053430
12490,20140331,IBM,0.039531
12490,20140430,IBM,0.020676
12490,20140530,IBM,-0.056039
12490,20140630,IBM,-0.016761
12490,20140731,IBM,0.057373
12490,20140829,IBM,0.009026
12490,20140930,IBM,-0.012845
12490,20141031,IBM,-0.133962
12490,20141128,IBM,-0.006873
12490,20141231,IBM,-0.010668
12490,20150130,IBM,-0.044440
12490,20150227,IBM,0.063466
12490,20150331,IBM,-0.008892
12490,20150430,IBM,0.067227
12490,20150529,IBM,-0.001985
12490,20150630,IBM,-0.041202
12490,20150731,IBM,-0.004119
12490,20150831,IBM,-0.079017
12490,20150930,IBM,-0.019744
12490,20151030,IBM,-0.033731
12490,20151130,IBM,0.004569
12490,20151231,IBM,-0.012911
12490,20160129,IBM,-0.093228
12490,20160229,IBM,0.060421
12490,20160331,IBM,0.155842
12490,20160429,IBM,-0.036382
12490,20160531,IBM,0.063040
12490,20160630,IBM,-0.012749
12490,20160729,IBM,0.058242
12490,20160831,IBM,-0.002117
12490,20160930,IBM,-0.000189
12490,20161031,IBM,-0.032483
12490,20161130,IBM,0.064611
12490,20161230,IBM,0.023240
12490,20170131,IBM,0.051389
12490,20170228,IBM,0.038391
12490,20170331,IBM,-0.031587
12490,20170428,IBM,-0.079534
12490,20170531,IBM,-0.038430
12490,20170630,IBM,0.007862
12490,20170731,IBM,-0.059546
12490,20170831,IBM,-0.000968
12490,20170929,IBM,0.014333
12490,20171031,IBM,0.061897
12490,20171130,IBM,0.009152
12490,20171229,IBM,-0.003572
12490,20180131,IBM,0.067006
12490,20180228,IBM,-0.038913
12490,20180329,IBM,-0.015401
12490,20180430,IBM,-0.055204
12490,20180531,IBM,-0.014349
12490,20180629,IBM,-0.011393
12490,20180731,IBM,0.037437
12490,20180831,IBM,0.021528
12490,20180928,IBM,0.032291
12490,20181031,IBM,-0.236625
12490,20181130,IBM,0.090184
12490,20181231,IBM,-0.085298
12490,20190131,IBM,0.182546
12490,20190228,IBM,0.039280
12490,20190329,IBM,0.021501
12490,20190430,IBM,-0.005882
12490,20190531,IBM,-0.083125
12490,20190628,IBM,0.085912
12490,20190731,IBM,0.074982
12490,20190830,IBM,-0.074811
12490,20190930,IBM,0.072973
12490,20191031,IBM,-0.080388
12490,20191129,IBM,0.017498
12490,20191231,IBM,-0.003049
14541,20100129,CVX,-0.063255
14541,20100226,CVX,0.011925
14541,20100331,CVX,0.048824
14541,20100430,CVX,0.073981
14541,20100528,CVX,-0.084111
14541,20100630,CVX,-0.081359
14541,20100730,CVX,0.123047
14541,20100831,CVX,-0.018501
14541,20100930,CVX,0.094087
14541,20101029,CVX,0.019124
14541,20101130,CVX,-0.011017
14541,20101231,CVX,0.126961
14541,20110131,CVX,0.040329
14541,20110228,CVX,0.100495
14541,20110331,CVX,0.036048
14541,20110429,CVX,0.018141
14541,20110531,CVX,-0.034265
14541,20110630,CVX,-0.019731
14541,20110729,CVX,0.011474
14541,20110831,CVX,-0.042300
14541,20110930,CVX,-0.063234
14541,20111031,CVX,0.134572
14541,20111130,CVX,-0.013517
14541,20111230,CVX,0.034818
14541,20120131,CVX,-0.030827
14541,20120229,CVX,0.066040
14541,20120330,CVX,-0.017504
14541,20120430,CVX,-0.006063
14541,20120531,CVX,-0.068975
14541,20120629,CVX,0.073136
14541,20120731,CVX,0.038673
14541,20120831,CVX,0.031758
14541,20120928,CVX,0.039230
14541,20121031,CVX,-0.054215
14541,20121130,CVX,-0.033116
14541,20121231,CVX,0.023181
14541,20130131,CVX,0.064823
14541,20130228,CVX,0.025185
14541,20130328,CVX,0.014255
14541,20130430,CVX,0.026847
14541,20130531,CVX,0.014261
14541,20130628,CVX,-0.035927
14541,20130731,CVX,0.063799
14541,20130830,CVX,-0.035428
14541,20130930,CVX,0.008885
14541,20131031,CVX,-0.012675
14541,20131129,CVX,0.029010
14541,20131231,CVX,0.020173
14541,20140131,CVX,-0.106317
14541,20140228,CVX,0.042103
14541,20140331,CVX,0.031041
14541,20140430,CVX,0.055588
14541,20140530,CVX,-0.013225
14541,20140630,CVX,0.063197
14541,20140731,CVX,-0.010034
14541,20140829,CVX,0.009904
14541,20140930,CVX,-0.078254
14541,20141031,CVX,0.005280
14541,20141128,CVX,-0.083451
14541,20141231,CVX,0.030403
14541,20150130,CVX,-0.086022
14541,20150227,CVX,0.050912
14541,20150331,CVX,-0.015935
14541,20150430,CVX,0.057916
14541,20150529,CVX,-0.062939
14541,20150630,CVX,-0.063398
14541,20150731,CVX,-0.082824
14541,20150831,CVX,-0.072559
14541,20150930,CVX,-0.026053
14541,20151030,CVX,0.152130
14541,20151130,CVX,0.016615
14541,20151231,CVX,-0.014893
14541,20160129,CVX,-0.038795
14541,20160229,CVX,-0.022667
14541,20160331,CVX,0.143337
14541,20160429,CVX,0.071069
14541,20160531,CVX,-0.001077
14541,20160630,CVX,0.037921
14541,20160729,CVX,-0.022417
14541,20160831,CVX,-0.008099
14541,20160930,CVX,0.023265
14541,20161031,CVX,0.017781
14541,20161130,CVX,0.075322
14541,20161230,CVX,0.055038
14541,20170131,CVX,-0.053951
14541,20170228,CVX,0.020027
14541,20170331,CVX,-0.045600
14541,20170428,CVX,-0.006240
14541,20170531,CVX,-0.020056
14541,20170630,CVX,0.008214
14541,20170731,CVX,0.046583
14541,20170831,CVX,-0.004488
14541,20170929,CVX,0.091804
14541,20171031,CVX,-0.013702
14541,20171130,CVX,0.036069
14541,20171229,CVX,0.052105
14541,20180131,CVX,0.001278
14541,20180228,CVX,-0.098205
14541,20180329,CVX,0.018942
14541,20180430,CVX,0.097071
14541,20180531,CVX,0.002478
14541,20180629,CVX,0.017136
14541,20180731,CVX,-0.001266
14541,20180831,CVX,-0.052982
14541,20180928,CVX,0.032247
14541,20181031,CVX,-0.086932
14541,20181130,CVX,0.075325
14541,20181231,CVX,-0.085337
14541,20190131,CVX,0.053865
14541,20190228,CVX,0.053380
14541,20190329,CVX,0.030105
14541,20190430,CVX,-0.025329
14541,20190531,CVX,-0.041812
14541,20190628,CVX,0.093017
14541,20190731,CVX,-0.010688
14541,20190830,CVX,-0.034116
14541,20190930,CVX,0.007475
14541,20191031,CVX,-0.020742
14541,20191129,CVX,0.018770
14541,20191231,CVX,0.028857
14593,20100129,AAPL,-0.088591
14593,20100226,AAPL,0.065380
14593,20100331,AAPL,0.148470
14593,20100430,AAPL,0.111021
14593,20100528,AAPL,-0.016125
14593,20100630,AAPL,-0.020827
14593,20100730,AAPL,0.022741
14593,20100831,AAPL,-0.055005
14593,20100930,AAPL,0.167215
14593,20101029,AAPL,0.060723
14593,20101130,AAPL,0.033790
14593,20101231,AAPL,0.036670
14593,20110131,AAPL,0.051959
14593,20110228,AAPL,0.040935
14593,20110331,AAPL,-0.013314
14593,20110429,AAPL,0.004656
14593,20110531,AAPL,-0.006569
14593,20110630,AAPL,-0.034960
14593,20110729,AAPL,0.163285
14593,20110831,AAPL,-0.014469
14593,20110930,AAPL,-0.009121
14593,20111031,AAPL,0.061523
14593,20111130,AAPL,-0.055783
14593,20111230,AAPL,0.059655
14593,20120131,AAPL,0.127111
14593,20120229,AAPL,0.188311
14593,20120330,AAPL,0.105284
14593,20120430,AAPL,-0.025969
14593,20120531,AAPL,-0.010702
14593,20120629,AAPL,0.010853
14593,20120731,AAPL,0.045822
14593,20120831,AAPL,0.093539
14593,20120928,AAPL,0.002803
14593,20121031,AAPL,-0.107607
14593,20121130,AAPL,-0.012413
14593,20121231,AAPL,-0.090738
14593,20130131,AAPL,-0.144094
14593,20130228,AAPL,-0.025116
14593,20130328,AAPL,0.002855
14593,20130430,AAPL,0.000271
14593,20130531,AAPL,0.022596
14593,20130628,AAPL,-0.118303
14593,20130731,AAPL,0.141225
14593,20130830,AAPL,0.083389
14593,20130930,AAPL,-0.021481
14593,20131031,AAPL,0.096386
14593,20131129,AAPL,0.069673
14593,20131231,AAPL,0.008902
14593,20140131,AAPL,-0.107697
14593,20140228,AAPL,0.057311
14593,20140331,AAPL,0.019953
14593,20140430,AAPL,0.099396
14593,20140530,AAPL,0.078293
14593,20140630,AAPL,0.027662
14593,20140731,AAPL,0.028731
14593,20140829,AAPL,0.077092
14593,20140930,AAPL,-0.017073
14593,20141031,AAPL,0.071960
14593,20141128,AAPL,0.105556
14593,20141231,AAPL,-0.071891
14593,20150130,AAPL,0.061424
14593,20150227,AAPL,0.100461
14593,20150331,AAPL,-0.031372
14593,20150430,AAPL,0.005786
14593,20150529,AAPL,0.045146
14593,20150630,AAPL,-0.037266
14593,20150731,AAPL,-0.032888
14593,20150831,AAPL,-0.066117
14593,20150930,AAPL,-0.021816
14593,20151030,AAPL,0.083409
14593,20151130,AAPL,-0.005690
14593,20151231,AAPL,-0.110228
14593,20160129,AAPL,-0.075242
14593,20160229,AAPL,-0.001335
14593,20160331,AAPL,0.127211
14593,20160429,AAPL,-0.139921
14593,20160531,AAPL,0.071368
14593,20160630,AAPL,-0.042660
14593,20160729,AAPL,0.090063
14593,20160831,AAPL,0.023606
14593,20160930,AAPL,0.065504
14593,20161031,AAPL,0.004334
14593,20161130,AAPL,-0.021578
14593,20161230,AAPL,0.047955
14593,20170131,AAPL,0.047746
14593,20170228,AAPL,0.133581
14593,20170331,AAPL,0.048690
14593,20170428,AAPL,-0.000070
14593,20170531,AAPL,0.067804
14593,20170630,AAPL,-0.057214
14593,20170731,AAPL,0.032704
14593,20170831,AAPL,0.106905
14593,20170929,AAPL,-0.060244
14593,20171031,AAPL,0.096808
14593,20171130,AAPL,0.020350
14593,20171229,AAPL,-0.015246
14593,20180131,AAPL,-0.010636
14593,20180228,AAPL,0.067610
14593,20180329,AAPL,-0.058051
14593,20180430,AAPL,-0.015020
14593,20180531,AAPL,0.135181
14593,20180629,AAPL,-0.009418
14593,20180731,AAPL,0.027983
14593,20180831,AAPL,0.200063
14593,20180928,AAPL,-0.008303
14593,20181031,AAPL,-0.030478
14593,20181130,AAPL,-0.180709
14593,20181231,AAPL,-0.116698
14593,20190131,AAPL,0.055154
14593,20190228,AAPL,0.044701
14593,20190329,AAPL,0.097026
14593,20190430,AAPL,0.056436
14593,20190531,AAPL,-0.123735
14593,20190628,AAPL,0.130519
14593,20190731,AAPL,0.076394
14593,20190830,AAPL,-0.016570
14593,20190930,AAPL,0.072962
14593,20191031,AAPL,0.110684
14593,20191129,AAPL,0.077424
14593,20191231,AAPL,0.098784
17830,20100129,UTX,-0.027806
17830,20100226,UTX,0.023637
17830,20100331,UTX,0.072251
17830,20100430,UTX,0.018204
17830,20100528,UTX,-0.095330
17830,20100630,UTX,-0.036658
17830,20100730,UTX,0.095363
17830,20100831,UTX,-0.076864
17830,20100930,UTX,0.092317
17830,20101029,UTX,0.049698
17830,20101130,UTX,0.012371
17830,20101231,UTX,0.045835
17830,20110131,UTX,0.032774
17830,20110228,UTX,0.032780
17830,20110331,UTX,0.013287
17830,20110429,UTX,0.058240
17830,20110531,UTX,-0.014847
17830,20110630,UTX,0.008431
17830,20110729,UTX,-0.064061
17830,20110831,UTX,-0.097900
17830,20110930,UTX,-0.052391
17830,20111031,UTX,0.108300
17830,20111130,UTX,-0.011541
17830,20111230,UTX,-0.045822
17830,20120131,UTX,0.071966
17830,20120229,UTX,0.076580
17830,20120330,UTX,-0.011089
17830,20120430,UTX,-0.015674
17830,20120531,UTX,-0.086355
17830,20120629,UTX,0.019161
17830,20120731,UTX,-0.014431
17830,20120831,UTX,0.079863
17830,20120928,UTX,-0.019537
17830,20121031,UTX,-0.001660
17830,20121130,UTX,0.031794
17830,20121231,UTX,0.023717
17830,20130131,UTX,0.067797
17830,20130228,UTX,0.040139
17830,20130328,UTX,0.031806
17830,20130430,UTX,-0.022905
17830,20130531,UTX,0.045405
17830,20130628,UTX,-0.020653
17830,20130731,UTX,0.135894
17830,20130830,UTX,-0.046746
17830,20130930,UTX,0.077123
17830,20131031,UTX,-0.014561
17830,20131129,UTX,0.048941
17830,20131231,UTX,0.026520
17830,20140131,UTX,0.001933
17830,20140228,UTX,0.031486
17830,20140331,UTX,-0.001538
17830,20140430,UTX,0.012753
17830,20140530,UTX,-0.012845
17830,20140630,UTX,-0.006625
17830,20140731,UTX,-0.089216
17830,20140829,UTX,0.032525
17830,20140930,UTX,-0.022041
17830,20141031,UTX,0.013258
17830,20141128,UTX,0.034299
17830,20141231,UTX,0.044695
17830,20150130,UTX,-0.001913
17830,20150227,UTX,0.067695
17830,20150331,UTX,-0.038635
17830,20150430,UTX,-0.029437
17830,20150529,UTX,0.035692
17830,20150630,UTX,-0.053256
17830,20150731,UTX,-0.095736
17830,20150831,UTX,-0.080351
17830,20150930,UTX,-0.028600
17830,20151030,UTX,0.105855
17830,20151130,UTX,-0.017478
17830,20151231,UTX,0.000208
17830,20160129,UTX,-0.087228
17830,20160229,UTX,0.109134
17830,20160331,UTX,0.036017
17830,20160429,UTX,0.042657
17830,20160531,UTX,-0.029989
17830,20160630,UTX,0.019586
17830,20160729,UTX,0.049732
17830,20160831,UTX,-0.005202
17830,20160930,UTX,-0.045382
17830,20161031,UTX,0.005905
17830,20161130,UTX,0.060470
17830,20161230,UTX,0.017638
17830,20170131,UTX,0.000456
17830,20170228,UTX,0.032279
17830,20170331,UTX,-0.003021
17830,20170428,UTX,0.060422
17830,20170531,UTX,0.024792
17830,20170630,UTX,0.006844
17830,20170731,UTX,-0.028990
17830,20170831,UTX,0.015603
17830,20170929,UTX,-0.030404
17830,20171031,UTX,0.031702
17830,20171130,UTX,0.019957
17830,20171229,UTX,0.050391
17830,20180131,UTX,0.081837
17830,20180228,UTX,-0.018622
17830,20180329,UTX,-0.066202
17830,20180430,UTX,-0.045064
17830,20180531,UTX,0.044694
17830,20180629,UTX,0.001682
17830,20180731,UTX,0.085659
17830,20180831,UTX,-0.024606
17830,20180928,UTX,0.061579
17830,20181031,UTX,-0.111580
17830,20181130,UTX,-0.013163
17830,20181231,UTX,-0.126067
17830,20190131,UTX,0.108847
17830,20190228,UTX,0.070594
17830,20190329,UTX,0.025623
17830,20190430,UTX,0.106447
17830,20190531,UTX,-0.109214
17830,20190628,UTX,0.030879
17830,20190731,UTX,0.026114
17830,20190830,UTX,-0.019648
17830,20190930,UTX,0.048219
17830,20191031,UTX,0.051714
17830,20191129,UTX,0.038271
17830,20191231,UTX,0.009573
18163,20100129,PG,0.022431
18163,20100226,PG,0.028107
18163,20100331,PG,-0.000158
